Tweet,HS,Abusive
festival budaya antarabangsa tawau cermin istimewa uni sabah sudut pelbagai budaya negeri yab perdana menteri lancar festival malam,0,0
mudah lihat muhammad buta huruf dungu biadab,1,1
budek kaya bodoh om ntuuh kuping kotor pei hati,1,1
main hole cari titit,0,1
maju anjing,1,1
xfxfxxa jahatin anak orangnxfxfxxa diginiin hahannemang kali jahatin anak suparjxexxa,0,0
ya usir hindu budha biar nga monoteis tanyain deh ai esa nga,1,0
mas budi kumpul bodohgila murah biaya,1,0
rakyat cina w mah,0,0
presiden hadir harlah pmii jayapmii,0,0
mantap rezeki bekah keluargandaripada cari samping jilat kuasa jilat pantat nista agama,1,1
comment fb pakai template rezim pki rezim antiislam rezim jilat cina dsb,1,0
mhs atur sifat komunis didik,0,0
mmg sdh hrsnya bgtu mbak gali ditnh nusantara sdh smestinya milik smua trjdi hao membrikan kebbsan asing keruk smuanya tnp sisa dl didpt papua nol papua sdh propinsi trbuang,0,0
manggil anak ambil duit nunggu deh duit kasih sehat cacat fisik malesnya ketulungan dar beli nyuruh anak turun,0,0
panti lacak bom bocah tidur nyenyak xfxfxaxa,0,0
xexxcsaya lihat bagus jamban bikin jambanjamban keluarga rp juta jambanxexxd presiden seraya bangun sanitasi keluarga sehat lingkung kampung,0,0
hih merula tae banget point rang,1,1
tangan spontan angkat goreng bawa lihat sosok hadap angkat buah tongkat rapunzel maksud siagannaku rapunzel tolong apannsikap waspada asing menu,0,0
cina maju dg komunisme,1,0
agus silvy tukang fitnah debatfinalpilkadajkt,1,1
salam pasek sistem kembang kampung budaya bal advokasi alih hak komunitas rumah adat minangkabau aset daerah dlm rangka pengembngan wisata,0,0
kaum homo lesbian banci bela nama ham wanita pakai cadar cerca nama tolxexxa,1,1
prasangka tutup hati buta,0,0
politik sadis kejam suka ancam xfxfxxxfxfxxxfxfxx,0,0
salah pangkah taiktaik lgbtliberalmenentang rajaxcxbpengampu kafir harbi,1,1
sok blng perintah komunis kerja china deh cap komunis,1,0
asyik kutuk raja raja bantu ajar didik dengar ulama sohor ge,0,0
lt rumah bea sengaja pagi buta suho bawa tim milik porsi tugas masingmasing suho enggan dengar keluhankeluhan manja sakit telinganyann,0,0
jenis pisang varietas,0,0
tuju turun jokowi bela profesional pki,1,0
cakiminthenextwaprescak imin representasi kaum muda santri islam moderat,0,0
nti anak berontak jaman neken kontrak pt freepo jaman turun tionghoa masuk islam mantu presiden jaman,1,0
resep ganteng mandi jamban,0,0
manusia dungu agama pandu kitab suci fiksi belaka contoh islam kitab suci alquran sumber firman allah swt alquran anggap fiksi alhadist anggap dungu,1,1
gila babi berat deh turun siel,0,1
menko maritim suasana tenang,0,0
allahuakbar main taplak gunung ngomong-ngomong ayo temenannn,0,0
kleb aseng kena banned xfxfxxxfxfxxxfxfxx,0,0
krisis warga venezuela pilih makan daging busuk psk,0,0
sholat jumat biar gantengnndari katoliknnemak gamau gantengnanj,0,0
bea teman ai kidu kidu udik wkwk,0,0
xexxcbelum tarik dlm hidup dlm tampil culun skalipun drama komedi tragedixexxd,0,0
ahok layak pei manusia pei babi akal pikir jiwa manusiawi,1,1
rudygoni rpgpedia calon gubernur jawa menang ganjar yasin kamiganjaryasin kandangbantng salam temannyarpg namakurudy temannyarudy,0,0
bebel cebong,1,1
rezim takut bukti perintah rapuh rindu ria lengser istana ribu rakyat kepal tangan,1,0
bangsad nyata vinna,1,1
tai,1,1
xexxa nomor duanxexxa eyeshadow perempuan minjem doang eheheh beli asa mahal kunaon ya gitu nomor lihat pal,0,0
agama sempurna ummatnha pinter bodoh berani bicara hadeh,0,1
pki gaya kaum liberal panas muslimah indonesia pakai hijab,0,0
tuduh anak babi yuk bukti anak tes dna cepat g pakai,1,1
tienteuus kak yakali ekeu yey ngobrol ngajak eue melulu mursidah deh ah,0,0
jembatan ambruk rugi milyaran nyawa masuk rugi ekonomi distribusi barang rugi bisnis transpoasi efek ambruktowewew,0,0
cebong yah cebong kamfrettt yah kaum nyinyir kaum malas,1,1
gubernur jatim target jembatan widang selesai h lebaran,0,0
bodoh permanenxfxfxxad,1,1
usir cina jokowiradikal usir cina generasi bangsa mental rusak tumbangkanjokowi,1,0
habis lempar batu sembunyi tangan habis pasang bom sembunyi sembunyi,0,0
sinting sia minum obat,1,1
waainingasih periode,0,0
nama patrialis akbar status pidana korupsi dukung aniessandi,1,0
rabbi israel kulit hitam xexxcmonyetxexxd picu kecam keras,0,1
banding beli goxxxd ongkos kirim kupake kaki jalan menit kampus makan cari makan harga lumayan rb telur dadar ayam kare sayur tumis kacang mamen lumayan,0,0
maksud otak manusia sialan kampung beda lho kampung kampung kampung guyub pandang agama raya suka bantu,1,1
fiksi sifat imajiner naratif dlm fiksiimajinasi hukum wajib percaya percaya sesuai narasi pikir dlm agama hukum wajib percaya firman dlm kitab suci bilang kitab suci fik,0,0
homo,1,1
sayang paras nan cantik kumpul cowok gembel bawa gembel suka gengsi pacar eh lihat difotofotonya cowok gembel nonkrong pinggir jalan gamalu yah xfxfxx cantik otak murah xfxfxx,0,1
adegan film gspki catat bhw rezim rezim anti islam,1,0
cebong ngei,1,1
indonesia bicara langgar ham sejarah papua tuduh antek asing khianat negara provokator lain-lain bicara fakta jahat negara hadap papua sesuai prinsip uu indones,0,0
iiih kunti datangg,0,0
bicara,0,0
dukung arb sda adl org bejad tabiat kasar masuk org gtgt smoga laknat allah,1,1
sewa jarang dibelai kayak,0,1
nach indonesia ajach suadi arabia ulama kena cegah tangkal,0,0
biasaaa andaa dasaaaar bodoh p luka,1,1
cebong ngada bikin meme nista agama puja,1,1
lelaki tu monyet tu ajak lelaki tu wefie xfxfxx menjenguk tangan xfxfxx,1,1
waraqah ibn naufal sepupu khadijah imam nestorian kiblat kristen nestorian syria waraqah pakai alah allah ketimbang elohim yahweh,0,0
budaya beransformasi budaya asing serap pengaruh virus,0,0
biak kumpul maki hamun buli twitternnawak suka anjing liar liar kawan menyeai bangsaanjingnnini anjing gtgtgt xfxfxxbcxfxfxxbcxfxfxxbc,0,0
otoriter otoriter pei pimpin korut tidur hukum mati kim jong un,1,0
cecannnapa rep an bilang monyet dahh xfxfxx,0,1
jual amik untung teruk x ganda charge gst yahudi,0,0
cacat demokrasi harga intelektualitas sekolah juang pintar gelar prof nilai suara,0,0
pakai foto pakai wonho ngerasa kotor dosa pecun jijik,0,1
birit birit tunggang langgang lintang pukang dengar suara adzan iblis lanatilloh alaih,0,0
adek cowo bocah sunat bicara nkok titit kaya gin titit abang kaya gitu bentukny beda anying wkwkwkwk,0,1
yah kasih ngak papa biar gelar langgar hak buruh bloon sengak bong dr zaman soehao sby remeh temeh ginich mah ngak bahas,1,1
ken mensyen genepin follower bong mensyen ras masuk kakus g cebong dungu berfollower dijit,1,1
prabowo cs teriak mnghujat jokowi antek asing jokowi diam balas dlm diam jokowi mmbuktikan sbaliknya bukti indonesia kuasa saham pt freepo indonesia prabowo cs dlm diam nyata menghrpkan dukung as janji jk,0,0
rakyat jawa barat istiqomah tetep dukung prabowo presiden cawapresnya serah pks,0,0
intip motor gede iringiringan presiden as,0,0
otak ahokdjarot tumpul loyo stress jebol copot ganti,1,1
nalar sehat berfikir buruk puisi tulis ulama cinta islam ulama rindu islam tumbuh ajar kasih sayang rahmat masyarakat negeri percayag,0,0
nyata senjata mati bom nuklirntapi mulut janji manis lamar lamar cewek jugannastagfirullah,0,0
usir teroris budha bunuh muslim rohingya usirdubesmyanmar,1,0
uang tanda upil onta,1,1
wkwkwk burung kenari dipake dokumentasi burung hantu burung onta,0,0
,0,0
abdul sattar edhi sederhana milik ribu armada ambul gratis bantu kristen hindu ambulans ambulans muslim respect peace human,0,0
pakcikdahtua nak drat pakcik takat pakai kopiah sedekah jual kismisnnpakcikmudalagi pakcik warna rambut kuning bawak duit nnkitaok nnini anjing gtgtgt xfxfxxbcxfxfxxbcxfxfx,1,1
pilih masuk akal kader jawaoratornnya bak soekarnomenggelora bawa militansi kader titik teinggi,0,0
tanam obat halaman rumah ku tumbuh subur alhamdulillaahcengkudu buah dewa kencur jahe salam bawang merah jambu monyet lain-lain ken delima dapathunting ah latepostfeb,0,0
ngabisa brengsek,1,1
foto lombatari sekolahdasar lkslombaketerampilansiswa sekolah juru pembeatan adatgorontalo gadis sdh anjak remaja ccu cross cultural understanding universitas,0,0
mantap usir kaun cina karawang,1,0
prof kaum kambing bengek beda dikit bilang cebong tertawa wes,1,1
iyaaa bahasa asing,0,0
banci benerbener banci,1,1
presiden tanam pohon tanda revitalisasi sungai citarum jawa barat,0,0
peristiwa ronta g september pki tanda perintah orde,0,0
benam rezim anti islam,1,0
rakyat sabar ken lengser tokoh negri takut santet jokowi cari tokoh nasional berani,1,0
ayo memek kmu,0,1
cacat dimples cacat sekian xfxfxxc,1,1
jokowi dusta mundur,1,0
kirain budek,0,1
mata picek,1,1
klau kmu banding ar jauhlahkoen menungso doyan lat selet kokwes gilanikmu tukang fitnahtukang fitnah sm makan daging manusiananti paai mna ikutismoga medan bejat,1,1
mari ganyang pki nkri,1,0
fiksi sifat imajiner naratif dlm fiksiimajinasi hukum wajib percaya percaya sesuai narasi pikir dlm agama hukum wajib percaya firman dlm kitab,0,0
kafir dzimmi wajib jaga lindung batas batasanya ranah agama urus muamalah,0,0
miris sekarnag imporr cangkul impor ahli cebong tukang tipu cebong mah gitu bodoh ketulungan plonga plongo akibat optimisme gantipresiden plongaplongo dunningkrugereffect,1,1
prabowo paksa kabur akur,1,0
bodoh babi sial tu zikir moga amiiinxexxbaxefxbxf,0,1
bu muthmainah mas kenal bang ajar islam suka tertawa kristen pas jumat kelas sabtu,0,0
sabtu pagi masyarakat adat baduy jalan tuju kantor gubernur banten kawasan pusat perintah provinsi banten kpb curug kota serang sebabaduy dw,0,0
sensitif mesti pakai bom ngiranya takjil bom bumerang,0,0
klhk upaya perata ekonomi tora kawasan hutan hutan sosial,0,0
rezim represif anti islam,1,0
selamat jalan danao tulis sentuh,0,0
tu bibir mulut bebek,1,1
ngak teman genius idiot untukmunadafildankamibegadang,0,0
cocot musiapa ajar,1,1
komunis kali coba bangkit rezim orba haus,1,0
coba adek perempuan gituinbisa terima gaktolol,1,1
mucikari psk ciduk buah wisma camat arut utaran,0,0
maksud aseng asing nama ma lai kat,0,0
paai dakwah eh pimpin korupsiitu lbh pki,1,0
gk seasem bijak rezim dil mbak xfxfxaxaxfxfxaxaxfxfxaxaxfxfxaxa,0,0
sipit banget wkwk,0,0
gogobli mudah toko obat apotek pasok obat online,0,0
dekalarasi pemilihan kepala daerah aman anti isu bohong warga anjing jabon,0,0
masyarakat adat baduy serah hasil panen pjs bupati lebak ino s rawita gubernur banten wahidin halim sebabaduy dm,0,0
tolak lupa usung abraham samad pdip via kader nama trimedya panjaitan kpk tim sukses jokowi,1,0
propaganda agama pembrontakan dipimpinulama ustaztetapi bukti ulamaustaz tangkap buang bovendigulyg tahan nasomalisdan komunisada bukti,0,0
calon presiden garansi umur hidup rolex garansi umur hidup kelas sts,1,0
sebwah ubah titit mentol,0,1
ukmwt golong ibliskrn iblis suka adzan,1,1
in anak tukang kibuldisekolahin biar pintetini bodoh bin tolol,1,1
deh pikun prokorupt,1,0
bilang citra laku citra kayak prabowo,1,0
jalan kelak lambat muncul ditelagatelaga bisu bola mata jerit,0,0
bajing emang,1,1
dekalarasi pemilihan kepala daerah aman anti isu bohong guru tk balongtani jabon,0,0
bantah sangkal anies sandi bungkam hapus jejak digital bhw asma dewi senopati andal,1,0
hahaha gakdeng nyaman cerita cerita tai hina emg bangcat neng sedeket oped omong buruk,0,1
xfxfxxc himmler rupa pimpin devisi ss besea perwira ss yesus yahudi ras arya,0,0
nak cari alam kemon man duk peruk je best nak tgk budaya,0,0
kalla group sekolah islam athirah yayasan kalla,0,0
pei diktator diktator otoriter kena rabun ayam,1,0
ahok keok taipan ngancam lengser reklamasi gagal negara atur jongos meneernya hadeuuuh sontoloyo,1,1
nyata tuan impor bawang putih dr negara komunis nkl konsisten ucapannyaharam hukum konsumsi produk asengasing,1,0
ayo polisi tangkap usir raja kodok komunis istana cebong cina komunis hancur nkri,1,1
dm dibales tai pulsa hilang woy r,1,1
ulama dukung jokowi rezim anti islam samawi kolam jokowi bukansamawi,1,0
hello perintah pimpin mundur jokowi mundur,1,0
kena sentil presiden jokowi asi,0,0
dosa fitnah umpama bunuh dar cina bkxcxb islam fitnah tu lantak ani konon islam niapa cerita,1,0
menagama omdo ayat rampas halal allah swt janji rampas salah buang,1,0
bodoh dg bilang bosan dg capres jokowi prabowo pilpres coba cari pilpres pilih presiden sdh bukti kerja maju indonesia jokowi sdh buk,0,0
monyet hitam sulawesi,0,0
rezimrezim komunis biadab rezim komunis budaya catet tu pki korban,1,0
kunjung pangandaran kapolda laksana pemilihan kepala daerah jabar aman,0,0
kualalumpur ayat alquran hujah ulama haram pilih muslim wakil rakyat teliti rujuk kafir musuh islam anut,0,0
ustadz pks yudi widiana nilep duit penjahat kelamin bahasa agama juz amp liqo felix kwetiauw amp alumni mingkem amp pura budekgiliran bu sukma bc puisi teriak surup,1,1
bosen ngatain gila,0,0
bank kena virus cebong nblangsak,1,1
bumi tua nyata mimpindi bumi renta bisu beambah tuli ntak bicara mendengarkannperduli makhluk sosial sosialnnelegi xexx dengar figura renata,0,0
betoi maqbul khaleel pelita kayu kedai mamak harga yahudi,0,0
kasihan org tinggal akibat teror bom,0,0
paaimu pdip bajing,1,1
bodoh cemburu buta deh kawin,0,0
ok jarang dibelai jarang dibelai mu,0,1
sedih baca komenannya nyalahin army akun bodong sialan deh,0,1
jalan ampera raya tulis prabowo presiden presiden tolong liput,1,0
nonton tgb kritik presiden acara pers nasional tgb santun sakit kamimautgb,0,0
eh membicarakan pacar beda agama teman ounya beda agama tetep islam ayah kristen berai gapapa,0,0
engga nista nder hidup yadong sayur garam hambarnnwkwkwkwk,0,0
halo opsisi kasih kritik any body home,0,0
zakat pakai uang nnitu kasi contoh nama hindu nusantara beda ibadah lain-lain dg hindu india temu dlm islam rujuk dlm ibadah sdh kitab suci hadis ijma q,0,0
abadi ayo dukung timnas indonesia,0,0
mari cari pimpin berkualitasbukan nyinyir jalan kayak prabowo,1,0
bismillaah lubuk hati tuan guru bajang kh zainul majdi presiden ri berikutnye insya allah kah tgbforindonesia,0,0
dukung ahok g rela beliau gubernur khianat laku sbgn warga jakarta,1,0
ajar laku berai culun ajar dewasa pikir paham makna didik,0,0
brengsek banget member,1,1
antek komunis kejang kejang,1,0
gk diributin deh bikin ribut trsalurkan geram tri prof fansnya sontoloyo tuk ramai coment,1,1
ajak ulama sejuk suasana jelang pemilihan kepala daerah serentak,0,0
nyata pling lucu bkan anak ekonomi ngei masak admin kayak gin,0,0
wibu kelas noob expe none for all all for one,0,0
maaf cinta kadang kayak awan bisu lihat teduh panas sinar matahari,0,0
udh gk sabaaaaaaaaaarrr aahhh ken desah ken ngemut kontol ken jilat tete gigit puting klimaxexxa,0,1
belisahambrisyariah uym bilang bbrp kwn peamaya dg pintu masuk beli sahambrisyariah jamaah bcr historis bcr sejarah bcr sta,0,0
usir cina tiongkok,1,0
bajak facebook buwat politik stuju bangt facebook blokir indonesiabagus bangt blokirdari masyarakat indonesia rugikanskarang musim politikmaw,0,0
hu uh lamakayak norak drama wahh expansi cina nonton drama,0,0
waduuuh npusing baca xfxfxxbntolol kelewatanxfxfxaxaxfxfxxxfxfxx,1,1
hahaha payah tai kotok,1,1
setya novanto kebal madara kayak entar mati tinggal edotensei,1,0
kendara bukti pelanggaran operasi patuh jaya motor juara langgar lalin,0,0
tradisi katolik raya ekaristi misa nuansa daerah nama misa inkulturasim imlek misa inkulturasi tionghoa,0,0
bodoh logika dangkal situ ngerasa pinter tri esdmcoba ajak debat sumber cm baca internet trus teriak olah pinter bani cabul bul kerja cm berisik,1,1
presiden sisi promosi asiangames mediamedia lokal internasional lihat gera signifikan betulbetul perhati jokowipacupromosiasiangames yukp,0,0
wakil sekjen kaget dg muncul deklarasi rawan dukung mantan panglima tni tum pkb maju pilih presiden pilpres pkbnomorsatu cakiminthenextwapres,0,0
baju minyak beras hilang hidup sungguh gantipresiden,0,0
genpi sb warga baduy selesai tradisi seba pendopo pemkab lebak beemu gubernur banten wahidin halim sabtu sebabaduy,0,0
habis makan nyemil semalem pantes bikin tidur maleman xfxfxxxfxfxx gemuk loh perut colek perut youngji nntar gendut loh cubit pipi youngji pelan,0,0
presiden ganti jokowi amunisinatalius pigai gantipresiden presidenbaru,1,0
ah panasbung xfxfxx,0,0
banding lurus bijak rezim mesra dg cina produsen narkotika masuk indonesia,1,0
cek kesiap kam pemilihan kepala daerah nyata polres samarinda tribun kaltim,0,0
siti badriah china,0,0
rr sakit hati ganti boediono jaman kabinet gusdurmega ganti ekonomi indonesia acak kadut pegang rr,0,0
rembet sedia bea siswa perintah asing,0,0
org politik nampaknya deh luah marhain susah cari makan rejim ph luah hati niaga cari makan kontrak raja alam deh buleh buang tepi,0,0
ngabalin logika runtut diksi intonasi lantang data kacau,0,1
dpc pdip pinrang gelar tot hadap pemilihan kepala daerah milu legislatif pilpres,0,0
kali nonton flimnya kim tae ri the handmaiden little forest akting bagus cantik bersih oplas lihat main drama khusus main flim doang main drama ditvn juni tunggu deh drama,0,0
lt asingnnpegangannya payung lemas sender benda selamat hujan samping sofa didudukinyannalasan terima tatap layang sang pria mata me,0,0
symphony nyanyi kristen joy plsxfxfxxad,0,0
said aqil cocok capresnya jokowi dolar rb anggur jt lapang kerja ekonomi roket hitung minggu kerja aseng sulit peumbuhan ekonomi capai bbm jad,0,0
presiden kerja maksimal pei keluh keluh kasih solusi tadz ketawa ahhh,0,0
kasi smpi tujuh turun pdhl anak dosa apkh anak lahir pingn bapa pkiengga klu memilh orng tua milih nabi muhamad,0,0
